Ens.ID	TPM.kidney	TPM.testis	TPM.heart	TPM.brain	TPM.muscle	TPM.colon	TPM.lung	TPM.spleen	TPM.liver
ENSMMUG00000015843	23.837855	50.39883	7.833437	35.399783	6.427473	40.532584	89.396084	71.116729	39.301031
ENSMMUG00000015844	0.764796	110.223754	0	0.356779	0	0	3.638103	0.153118	0
ENSMMUG00000015845	1.711439	0.296571	0	0	0	3.312316	0	0	0
ENSMMUG00000015846	0	0	0	0	0	0	0	0	0
ENSMMUG00000015847	2.080517	0.592064	0.191415	0.662846	0	2.67046	53.969503	56.195116	22.502887
ENSMMUG00000015848	7.753333	9.33647	1.407628	3.064109	4.493159	10.541367	42.876752	0.857305	1.585145
ENSMMUG00000015849	0	0	0	0.970295	0	0	1.702478	1.12775	0.318492
ENSMMUG00000015850	16.666421	49.300871	3.825769	5.593644	6.487311	12.212515	70.513101	0.732038	2.734906
ENSMMUG00000015851	2.050974	28.232632	3.490963	0.854523	4.129722	5.523644	0.347622	5.773697	0
ENSMMUG00000015852	5.841768	1.604192	1.854422	16.232142	0.313002	0.621489	5.286246	5.329919	0.761281
ENSMMUG00000015854	0	0.433106	0	0	0	0	0	0	0
ENSMMUG00000015855	0	0	0.367224	0	0	0	0	0.150961	0.137407
ENSMMUG00000015856	0.177091	0.37548	0.024664	21.745557	0.065161	0.35205	0.27786	0.046698	0.45496
ENSMMUG00000015857	7.058126	0.118687	0.934792	8.65303	0.399506	3.399725	49.828666	31.846454	1.410028
ENSMMUG00000015858	0	0	0	0	0	0	0	0	0
ENSMMUG00000015859	0	31.007108	0	0	0	0	0	0	0
ENSMMUG00000015860	5.884913	46.304022	1.164163	25.742042	0	9.440251	15.057193	12.423734	3.718138
ENSMMUG00000015861	2465.845081	146.147389	990.971364	380.519954	488.538448	981.979719	439.336381	417.20971	369.70785
ENSMMUG00000015862	9.251114	2.963533	2.409798	22.714209	0.03543	12.63484	24.237037	34.900507	4.800627
ENSMMUG00000015864	4.007479	0.57531	1.32566	9.09182	0.121308	13.111716	9.966179	6.260044	3.119624
ENSMMUG00000015865	29.214243	19.83872	0.677909	36.558964	1.132145	1.898957	19.317879	15.652735	6.459288
ENSMMUG00000015866	36.717463	46.410248	22.362567	84.331273	13.435003	49.631881	63.67584	45.858252	25.941733
ENSMMUG00000015867	0.084929	5.798305	0.063249	0	0	0	0	1.466988	0
ENSMMUG00000015868	48.257445	25.024116	4.947131	48.267555	0.781074	48.70453	42.326092	36.319429	101.421018
ENSMMUG00000015869	0.047692	0.742577	0	14.759154	0.100513	0.535135	0.336387	0.42	0.067193
ENSMMUG00000015870	7.183718	2.515054	1.61695	6.896566	0.890215	27.258073	15.186092	6.285069	4.886298
ENSMMUG00000015871	3.70242	5.59106	1.055424	5.250032	2.737183	6.94715	19.449197	21.926312	5.099532
ENSMMUG00000015872	2.540254	17.547693	1.313342	12.649851	3.475853	1.383436	9.580867	7.614647	2.371529
ENSMMUG00000015873	1.424363	1.445485	0.200162	0.207127	0.099041	4.520588	5.870482	5.831131	1.420597
ENSMMUG00000015875	0	0	0.133591	0	0	0.730687	0	0	0
ENSMMUG00000015876	61.972027	83.286339	12.535753	664.760459	16.745834	193.439677	153.67536	96.6703	145.222298
ENSMMUG00000015877	17.452829	4.752518	18.091276	6.480617	5.88749	12.440723	33.714491	16.612268	59.598884
ENSMMUG00000015878	0	0	0	0	0	0	1.324413	0	0
ENSMMUG00000015879	0	0	0	0	0	0	0	0	0
